CheckingAccount,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,YearsEmployed,InstallmentRate,PersonalStatus,OtherDebtors,ResidentSince,Property,Age,OtherPlans,Housing,NumCreditsAtBank,Job,Dependents,Telephone,Foreign,Approve
none,22.0,ok_til_now,car_new,1283.0,unknown,<7,4.0,female,none,4.0,savings,25.0,none,rent,1.0,skilled,1.0,no,yes,good
>=200,12.0,ok_til_now,car_new,1330.0,<100,<1,4.0,male_single,none,1.0,real_estate,26.0,none,own,1.0,skilled,1.0,no,yes,good
none,30.0,past_delays,business,4272.0,<500,<4,2.0,male_single,none,2.0,savings,26.0,none,own,2.0,unskilled,1.0,no,yes,good
none,18.0,critical,television,2238.0,<100,<4,2.0,female,none,1.0,car,25.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,ok_til_now,television,1126.0,unknown,<1,4.0,female,none,2.0,real_estate,21.0,none,rent,1.0,skilled,1.0,yes,yes,good
<200,18.0,critical,furniture,7374.0,<100,unemployed,4.0,male_single,none,4.0,savings,40.0,stores,own,2.0,management,1.0,yes,yes,good
<200,15.0,critical,business,2326.0,<1000,<4,2.0,male_single,none,4.0,car,27.0,bank,own,1.0,skilled,1.0,no,yes,good
none,9.0,ok_til_now,business,1449.0,<100,<7,3.0,female,none,2.0,car,27.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,ok_til_now,car_new,1820.0,<100,<4,2.0,male_married,none,2.0,savings,30.0,none,own,1.0,management,1.0,yes,yes,good
<200,12.0,ok_til_now,furniture,983.0,>=1000,<1,1.0,female,none,4.0,real_estate,19.0,none,rent,1.0,unskilled,1.0,no,yes,good
<0,36.0,ok_til_now,car_new,3249.0,<100,<7,2.0,male_single,none,4.0,unknown,39.0,bank,free,1.0,management,2.0,yes,yes,good
<0,6.0,critical,television,1957.0,<100,<7,1.0,female,none,4.0,car,31.0,none,own,1.0,skilled,1.0,no,yes,good
none,9.0,critical,furniture,2406.0,<100,unemployed,2.0,male_single,none,3.0,car,31.0,none,own,1.0,management,1.0,no,yes,good
<200,39.0,past_delays,education,11760.0,<500,<7,2.0,male_single,none,3.0,unknown,32.0,none,rent,1.0,skilled,1.0,yes,yes,good
<0,12.0,ok_til_now,furniture,2578.0,<100,unemployed,3.0,female,none,4.0,unknown,55.0,none,free,1.0,management,1.0,no,yes,good
<0,36.0,critical,furniture,2348.0,<100,<4,3.0,male_married,none,2.0,savings,46.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,12.0,ok_til_now,car_new,1223.0,<100,>=7,1.0,male_divorced,none,1.0,real_estate,46.0,none,rent,2.0,skilled,1.0,no,yes,bad
none,24.0,critical,television,1516.0,>=1000,<4,4.0,female,none,1.0,real_estate,43.0,none,own,2.0,unskilled,1.0,no,yes,good
none,18.0,ok_til_now,television,1473.0,<100,<1,3.0,male_married,none,4.0,real_estate,39.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,18.0,critical,business,1887.0,unknown,<4,4.0,male_married,none,4.0,real_estate,28.0,bank,own,2.0,skilled,1.0,no,yes,good
none,24.0,past_delays,business,8648.0,<100,<1,2.0,male_single,none,2.0,car,27.0,bank,own,2.0,skilled,1.0,yes,yes,bad
none,14.0,past_delays,car_new,802.0,<100,<4,4.0,male_single,none,2.0,car,27.0,none,own,2.0,unskilled,1.0,no,yes,good
<200,18.0,past_delays,car_new,2899.0,unknown,>=7,4.0,male_single,none,4.0,car,43.0,none,own,1.0,skilled,2.0,no,yes,good
<200,24.0,ok_til_now,television,2039.0,<100,<1,1.0,male_married,none,1.0,savings,22.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,24.0,critical,car_used,2197.0,unknown,<7,4.0,male_single,none,4.0,car,43.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,15.0,ok_til_now,television,1053.0,<100,<1,4.0,male_married,none,2.0,real_estate,27.0,none,own,1.0,skilled,1.0,no,no,good
none,24.0,ok_til_now,television,3235.0,<1000,>=7,3.0,male_divorced,none,2.0,car,26.0,none,own,1.0,management,1.0,yes,yes,good
>=200,12.0,critical,car_new,939.0,<1000,<7,4.0,male_married,none,2.0,real_estate,28.0,none,own,3.0,skilled,1.0,yes,yes,bad
<200,24.0,ok_til_now,television,1967.0,<100,>=7,4.0,female,none,4.0,car,20.0,none,own,1.0,skilled,1.0,yes,yes,good
none,33.0,critical,car_used,7253.0,<100,<7,3.0,male_single,none,2.0,car,35.0,none,own,2.0,management,1.0,yes,yes,good
none,12.0,critical,business,2292.0,<100,unemployed,4.0,male_single,none,2.0,car,42.0,stores,own,2.0,management,1.0,yes,yes,bad
none,10.0,ok_til_now,car_new,1597.0,<1000,<4,3.0,male_single,none,2.0,unknown,40.0,none,rent,1.0,unskilled,2.0,no,no,good
<0,24.0,ok_til_now,car_new,1381.0,unknown,<4,4.0,female,none,2.0,savings,35.0,none,own,1.0,skilled,1.0,no,yes,bad
none,36.0,critical,car_used,5842.0,<100,>=7,2.0,male_single,none,2.0,savings,35.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,12.0,ok_til_now,car_new,2579.0,<100,<1,4.0,male_single,none,1.0,real_estate,33.0,none,own,1.0,unskilled,2.0,no,yes,bad
<0,18.0,past_delays,education,8471.0,unknown,<4,1.0,female,none,2.0,car,23.0,none,rent,2.0,skilled,1.0,yes,yes,good
none,21.0,ok_til_now,car_new,2782.0,<1000,<7,1.0,female,none,2.0,car,31.0,bank,own,1.0,management,1.0,no,yes,good
<200,18.0,ok_til_now,car_new,1042.0,unknown,<4,4.0,female,none,2.0,savings,33.0,none,own,1.0,skilled,1.0,no,yes,bad
none,15.0,ok_til_now,car_new,3186.0,>=1000,<7,2.0,female,none,3.0,car,20.0,none,rent,1.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,car_used,2028.0,unknown,<4,4.0,male_single,none,2.0,car,30.0,none,own,1.0,skilled,1.0,no,yes,good
<200,12.0,critical,car_new,958.0,<100,<7,2.0,male_single,none,3.0,real_estate,47.0,none,own,2.0,unskilled,2.0,no,yes,good
none,21.0,past_delays,furniture,1591.0,<500,<7,4.0,male_single,none,3.0,real_estate,34.0,none,own,2.0,management,1.0,no,yes,good
<200,12.0,ok_til_now,furniture,2762.0,unknown,>=7,1.0,female,none,2.0,savings,25.0,bank,own,1.0,skilled,1.0,yes,yes,bad
<200,18.0,ok_til_now,car_used,2779.0,<100,<4,1.0,male_married,none,3.0,car,21.0,none,rent,1.0,skilled,1.0,yes,yes,good
none,28.0,critical,television,2743.0,<100,>=7,4.0,male_single,none,2.0,car,29.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,critical,television,1149.0,>=1000,<4,4.0,male_single,none,3.0,real_estate,46.0,none,own,2.0,skilled,1.0,no,yes,good
none,9.0,ok_til_now,furniture,1313.0,<100,>=7,1.0,male_single,none,4.0,car,20.0,none,own,1.0,skilled,1.0,no,yes,good
<0,18.0,critical,repairs,1190.0,<100,unemployed,2.0,female,none,4.0,unknown,55.0,none,free,3.0,unemployed,2.0,no,yes,bad
none,5.0,ok_til_now,business,3448.0,<100,<7,1.0,male_single,none,4.0,real_estate,74.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,24.0,ok_til_now,others,11328.0,<100,<4,2.0,male_single,co,3.0,car,29.0,bank,own,2.0,management,1.0,yes,yes,bad
<0,6.0,critical,furniture,1872.0,<100,unemployed,4.0,male_single,none,4.0,unknown,36.0,none,free,3.0,management,1.0,yes,yes,good
none,24.0,critical,repairs,2058.0,<100,<4,4.0,male_divorced,none,2.0,real_estate,33.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,9.0,ok_til_now,furniture,2136.0,<100,<4,3.0,male_single,none,2.0,real_estate,25.0,none,own,1.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,television,1484.0,unknown,<4,2.0,male_married,none,1.0,real_estate,25.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,6.0,ok_til_now,repairs,660.0,<1000,<7,2.0,male_married,none,4.0,real_estate,23.0,none,rent,1.0,unskilled,1.0,no,yes,good
none,24.0,critical,car_new,1287.0,>=1000,>=7,4.0,female,none,4.0,real_estate,37.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,42.0,critical,repairs,3394.0,<100,unemployed,4.0,male_single,co,4.0,car,65.0,none,own,2.0,unemployed,1.0,no,yes,good
>=200,12.0,ok_at_this_bank,business,609.0,<100,<1,4.0,female,none,1.0,real_estate,26.0,none,own,1.0,unemployed,1.0,no,yes,bad
none,12.0,ok_til_now,car_new,1884.0,<100,>=7,4.0,male_single,none,4.0,car,39.0,none,own,1.0,management,1.0,yes,yes,good
<0,12.0,ok_til_now,furniture,1620.0,<100,<4,2.0,female,co,3.0,savings,30.0,none,own,1.0,skilled,1.0,no,yes,good
<200,20.0,past_delays,others,2629.0,<100,<4,2.0,male_single,none,3.0,car,29.0,bank,own,2.0,skilled,1.0,yes,yes,good
none,12.0,ok_til_now,education,719.0,<100,>=7,4.0,male_single,none,4.0,car,41.0,bank,own,1.0,unskilled,2.0,no,yes,bad
<200,48.0,critical,furniture,5096.0,<100,<4,2.0,female,none,3.0,car,30.0,none,own,1.0,management,1.0,yes,yes,bad
none,9.0,critical,education,1244.0,unknown,>=7,4.0,female,none,4.0,savings,41.0,none,rent,2.0,unskilled,1.0,no,yes,good
<0,36.0,ok_til_now,car_new,1842.0,<100,<1,4.0,female,none,4.0,car,34.0,none,own,1.0,skilled,1.0,yes,yes,bad
<200,7.0,ok_til_now,television,2576.0,<100,<4,2.0,male_single,guarantor,2.0,real_estate,35.0,none,own,1.0,skilled,1.0,no,yes,good
>=200,12.0,ok_til_now,furniture,1424.0,unknown,>=7,3.0,female,none,4.0,real_estate,55.0,none,own,1.0,management,1.0,yes,yes,good
<200,15.0,past_delays,repairs,1512.0,>=1000,<4,3.0,male_married,none,3.0,savings,61.0,stores,own,2.0,skilled,1.0,no,yes,bad
none,36.0,critical,car_used,11054.0,unknown,<4,4.0,male_single,none,2.0,car,30.0,none,own,1.0,management,1.0,yes,yes,good
none,6.0,ok_til_now,television,518.0,<100,<4,3.0,female,none,1.0,real_estate,29.0,none,own,1.0,skilled,1.0,no,yes,good
none,12.0,ok,furniture,2759.0,<100,>=7,2.0,male_single,none,4.0,savings,34.0,none,own,2.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,car_used,2670.0,<100,>=7,4.0,male_single,none,4.0,car,35.0,none,own,1.0,management,1.0,yes,yes,good
<0,24.0,ok_til_now,car_new,4817.0,<100,<7,2.0,male_single,co,3.0,savings,31.0,none,own,1.0,skilled,1.0,yes,yes,bad
none,24.0,ok_til_now,car_used,2679.0,<100,<1,4.0,female,none,1.0,unknown,29.0,none,own,1.0,management,1.0,yes,yes,good
<0,11.0,critical,car_new,3905.0,<100,<4,2.0,male_single,none,2.0,real_estate,36.0,none,rent,2.0,skilled,2.0,no,yes,good
<0,12.0,ok_til_now,car_used,3386.0,<100,>=7,3.0,male_single,none,4.0,unknown,35.0,none,free,1.0,skilled,1.0,yes,yes,bad
<0,6.0,ok_til_now,appliances,343.0,<100,<1,4.0,female,none,1.0,real_estate,27.0,none,own,1.0,skilled,1.0,no,yes,good
none,18.0,ok_til_now,television,4594.0,<100,<1,3.0,male_single,none,2.0,car,32.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,36.0,ok_til_now,furniture,3620.0,<100,<4,1.0,male_single,guarantor,2.0,savings,37.0,none,own,1.0,skilled,2.0,no,yes,good
<0,15.0,ok_til_now,car_new,1721.0,<100,<1,2.0,male_single,none,3.0,real_estate,36.0,none,own,1.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,furniture,3017.0,<100,<1,3.0,female,none,1.0,real_estate,34.0,none,rent,1.0,management,1.0,no,yes,good
<200,12.0,ok_til_now,retraining,754.0,unknown,>=7,4.0,male_single,none,4.0,savings,38.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,ok_til_now,business,1950.0,<100,<7,4.0,male_single,none,1.0,car,34.0,stores,own,2.0,skilled,1.0,yes,yes,good
<0,24.0,ok_til_now,car_used,2924.0,<100,<4,3.0,male_single,guarantor,4.0,unknown,63.0,bank,own,1.0,skilled,2.0,yes,yes,good
<0,24.0,past_delays,television,1659.0,<100,<1,4.0,female,none,2.0,car,29.0,none,rent,1.0,unskilled,1.0,yes,yes,bad
none,48.0,past_delays,television,7238.0,unknown,>=7,3.0,male_single,none,3.0,car,32.0,bank,own,2.0,skilled,2.0,no,yes,good
none,33.0,past_delays,business,2764.0,<100,<4,2.0,female,none,2.0,car,26.0,none,own,2.0,skilled,1.0,yes,yes,good
none,24.0,past_delays,car_used,4679.0,<100,<7,3.0,male_single,none,3.0,car,35.0,none,own,2.0,unskilled,1.0,yes,yes,good
<200,24.0,ok_til_now,television,3092.0,<500,<1,3.0,male_married,none,2.0,car,22.0,none,rent,1.0,skilled,1.0,yes,yes,bad
<0,6.0,ok_til_now,education,448.0,<100,<1,4.0,female,none,4.0,savings,23.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,9.0,ok_til_now,car_new,654.0,<100,<4,4.0,male_single,none,3.0,car,28.0,none,own,1.0,unskilled,1.0,no,yes,bad
none,6.0,ok_til_now,retraining,1238.0,unknown,unemployed,4.0,male_single,none,4.0,savings,36.0,none,own,1.0,management,2.0,yes,yes,good
<200,18.0,critical,television,1245.0,<100,<4,4.0,male_married,none,2.0,car,33.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,18.0,ok,furniture,3114.0,<100,<1,1.0,female,none,4.0,savings,26.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,39.0,ok_til_now,car_used,2569.0,<1000,<4,4.0,male_single,none,4.0,car,24.0,none,own,1.0,skilled,1.0,no,yes,good
>=200,24.0,ok_til_now,television,5152.0,<100,<7,4.0,male_single,none,2.0,car,25.0,bank,own,1.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,business,1037.0,<500,<7,3.0,male_single,none,4.0,real_estate,39.0,none,own,1.0,unskilled,1.0,no,yes,good
<0,15.0,critical,furniture,1478.0,<100,>=7,4.0,male_single,none,4.0,car,44.0,none,own,2.0,skilled,2.0,yes,yes,good
<200,12.0,critical,television,3573.0,<100,<4,1.0,female,none,1.0,real_estate,23.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,24.0,ok_til_now,car_new,1201.0,<100,<1,4.0,male_single,none,1.0,savings,26.0,none,own,1.0,skilled,1.0,no,yes,good
<0,30.0,ok_til_now,furniture,3622.0,>=1000,>=7,4.0,female,none,4.0,savings,57.0,none,rent,2.0,skilled,1.0,yes,yes,good
none,15.0,past_delays,furniture,960.0,>=1000,<7,3.0,female,none,2.0,savings,30.0,none,own,2.0,skilled,1.0,no,yes,good
none,12.0,critical,car_new,1163.0,<1000,<4,4.0,male_single,none,4.0,real_estate,44.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,6.0,past_delays,car_new,1209.0,<100,unemployed,4.0,male_single,none,4.0,savings,47.0,none,own,1.0,management,1.0,yes,yes,bad
none,12.0,ok_til_now,television,3077.0,<100,<4,2.0,male_single,none,4.0,car,52.0,none,own,1.0,skilled,1.0,yes,yes,good
none,24.0,ok_til_now,car_new,3757.0,<100,>=7,4.0,female,co,4.0,unknown,62.0,none,free,1.0,skilled,1.0,yes,yes,good
none,10.0,ok_til_now,car_new,1418.0,<500,<4,3.0,male_single,none,2.0,real_estate,35.0,none,rent,1.0,unskilled,1.0,no,no,good
none,6.0,ok_til_now,car_new,3518.0,<100,<4,2.0,male_single,guarantor,3.0,savings,26.0,none,rent,1.0,skilled,1.0,no,yes,good
none,12.0,critical,television,1934.0,<100,>=7,2.0,male_single,none,2.0,unknown,26.0,none,own,2.0,skilled,1.0,no,yes,good
<200,27.0,ok,business,8318.0,<100,>=7,2.0,female,none,4.0,unknown,42.0,none,free,2.0,management,1.0,yes,yes,bad
none,6.0,critical,television,1237.0,<500,<4,1.0,female,none,1.0,savings,27.0,none,own,2.0,skilled,1.0,no,yes,good
<200,6.0,ok_til_now,television,368.0,unknown,>=7,4.0,male_single,none,4.0,savings,38.0,none,own,1.0,skilled,1.0,no,yes,good
<0,12.0,critical,car_new,2122.0,<100,<4,3.0,male_single,none,2.0,real_estate,39.0,none,rent,2.0,unskilled,2.0,no,no,good
<0,24.0,ok_til_now,furniture,2996.0,unknown,<4,2.0,male_married,none,4.0,car,20.0,none,own,1.0,skilled,1.0,no,yes,bad
<200,36.0,ok_til_now,furniture,9034.0,<500,<1,4.0,male_single,co,1.0,unknown,29.0,none,rent,1.0,management,1.0,yes,yes,bad
none,24.0,critical,furniture,1585.0,<100,<7,4.0,male_single,none,3.0,savings,40.0,none,own,2.0,skilled,1.0,no,yes,good
<200,18.0,ok_til_now,television,1301.0,<100,>=7,4.0,male_married,guarantor,2.0,real_estate,32.0,none,own,1.0,unskilled,1.0,no,yes,good
>=200,6.0,critical,car_new,1323.0,<500,>=7,2.0,male_divorced,none,4.0,car,28.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,24.0,ok_til_now,car_new,3123.0,<100,<1,4.0,female,none,1.0,savings,27.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,36.0,ok_til_now,car_used,5493.0,<100,>=7,2.0,male_single,none,4.0,unknown,42.0,none,free,1.0,skilled,2.0,no,yes,good
>=200,9.0,ok_til_now,television,1126.0,<500,>=7,2.0,male_divorced,none,4.0,real_estate,49.0,none,own,1.0,skilled,1.0,no,yes,good
<200,24.0,critical,television,1216.0,<500,<1,4.0,male_single,none,4.0,unknown,38.0,bank,own,2.0,skilled,2.0,no,yes,bad
<0,24.0,ok_til_now,car_new,1207.0,<100,<1,4.0,female,none,4.0,savings,24.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,10.0,ok_til_now,car_new,1309.0,unknown,<4,4.0,male_single,guarantor,4.0,savings,27.0,none,own,1.0,unskilled,1.0,no,yes,bad
>=200,15.0,critical,car_used,2360.0,<1000,<4,2.0,male_single,none,2.0,car,36.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,15.0,ok_at_this_bank,car_new,6850.0,<500,unemployed,1.0,male_single,none,2.0,savings,34.0,none,own,1.0,management,2.0,yes,yes,bad
none,24.0,ok_til_now,television,1413.0,<100,<4,4.0,male_married,none,2.0,savings,28.0,none,own,1.0,skilled,1.0,no,yes,good
none,39.0,ok_til_now,car_used,8588.0,<500,>=7,4.0,male_single,none,2.0,car,45.0,none,own,1.0,management,1.0,yes,yes,good
<0,12.0,ok_til_now,car_new,759.0,<100,<7,4.0,male_single,none,2.0,real_estate,26.0,none,own,1.0,skilled,1.0,no,yes,bad
none,36.0,ok_til_now,car_used,4686.0,<100,<4,2.0,male_single,none,2.0,unknown,32.0,none,free,1.0,management,1.0,yes,yes,good
>=200,15.0,ok_til_now,business,2687.0,<100,<7,2.0,male_single,none,4.0,savings,26.0,none,rent,1.0,skilled,1.0,yes,yes,good
<200,12.0,past_delays,television,585.0,<100,<4,4.0,male_married,co,4.0,real_estate,20.0,none,rent,2.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,car_new,2255.0,unknown,<1,4.0,male_single,none,1.0,savings,54.0,none,own,1.0,skilled,1.0,no,yes,good
<0,6.0,critical,car_new,609.0,<100,<7,4.0,female,none,3.0,savings,37.0,none,own,2.0,skilled,1.0,no,no,good
<0,6.0,critical,car_new,1361.0,<100,<1,2.0,male_single,none,4.0,real_estate,40.0,none,own,1.0,unskilled,2.0,no,no,good
none,36.0,critical,furniture,7127.0,<100,<1,2.0,female,none,4.0,savings,23.0,none,rent,2.0,skilled,1.0,yes,yes,bad
<0,6.0,ok_til_now,car_new,1203.0,<500,>=7,3.0,male_single,none,2.0,savings,43.0,none,own,1.0,skilled,1.0,yes,yes,good
none,6.0,critical,television,700.0,unknown,>=7,4.0,male_single,none,4.0,unknown,36.0,none,free,2.0,skilled,1.0,no,yes,good
none,24.0,critical,repairs,5507.0,<100,>=7,3.0,male_single,none,4.0,unknown,44.0,none,free,2.0,skilled,1.0,no,yes,good
<0,18.0,ok_til_now,television,3190.0,<100,<4,2.0,female,none,2.0,real_estate,24.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,48.0,ok,furniture,7119.0,<100,<4,3.0,male_single,none,4.0,unknown,53.0,none,free,2.0,skilled,2.0,no,yes,bad
none,24.0,ok_til_now,car_used,3488.0,<500,<7,3.0,female,none,4.0,car,23.0,none,own,1.0,skilled,1.0,no,yes,good
<200,18.0,ok_til_now,television,1113.0,<100,<4,4.0,female,guarantor,4.0,real_estate,26.0,none,own,1.0,unskilled,2.0,no,yes,good
<200,26.0,ok_til_now,car_used,7966.0,<100,<1,2.0,male_single,none,3.0,car,30.0,none,own,2.0,skilled,1.0,no,yes,good
none,15.0,critical,education,1532.0,<500,<4,4.0,female,none,3.0,car,31.0,none,own,1.0,skilled,1.0,no,yes,good
none,4.0,critical,television,1503.0,<100,<7,2.0,male_single,none,1.0,real_estate,42.0,none,own,2.0,unskilled,2.0,no,yes,good
<0,36.0,ok_til_now,television,2302.0,<100,<4,4.0,male_divorced,none,4.0,car,31.0,none,rent,1.0,skilled,1.0,no,yes,bad
<0,6.0,ok_til_now,car_new,662.0,<100,<1,3.0,male_single,none,4.0,real_estate,41.0,none,own,1.0,unskilled,2.0,yes,yes,good
<200,36.0,ok_til_now,education,2273.0,<100,<7,3.0,male_single,none,1.0,car,32.0,none,own,2.0,skilled,2.0,no,yes,good
<200,15.0,ok_til_now,car_new,2631.0,<500,<4,2.0,female,none,4.0,car,28.0,none,rent,2.0,skilled,1.0,yes,yes,bad
none,12.0,past_delays,car_used,1503.0,<100,<4,4.0,male_married,none,4.0,real_estate,41.0,none,rent,1.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,television,1311.0,<500,<7,4.0,male_married,none,3.0,savings,26.0,none,own,1.0,skilled,1.0,yes,yes,good
none,24.0,ok_til_now,television,3105.0,unknown,<1,4.0,male_single,none,2.0,car,25.0,none,own,2.0,skilled,1.0,no,yes,good
>=200,21.0,critical,education,2319.0,<100,<1,2.0,male_divorced,none,1.0,car,33.0,none,rent,1.0,skilled,1.0,no,yes,bad
<0,6.0,ok_til_now,car_new,1374.0,unknown,unemployed,4.0,female,none,3.0,savings,75.0,none,own,1.0,management,1.0,yes,yes,good
<200,18.0,critical,furniture,3612.0,<100,>=7,3.0,female,none,4.0,savings,37.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,48.0,ok_til_now,car_new,7763.0,<100,>=7,4.0,male_single,none,4.0,unknown,42.0,bank,free,1.0,management,1.0,no,yes,bad
>=200,18.0,ok_til_now,furniture,3049.0,<100,<1,1.0,female,none,1.0,savings,45.0,stores,own,1.0,unskilled,1.0,no,yes,good
<200,12.0,ok_til_now,television,1534.0,<100,<1,1.0,male_married,none,1.0,real_estate,23.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,24.0,past_delays,car_new,2032.0,<100,>=7,4.0,male_single,none,4.0,unknown,60.0,none,free,2.0,skilled,1.0,yes,yes,good
<0,30.0,ok_til_now,furniture,6350.0,unknown,>=7,4.0,male_single,none,4.0,savings,31.0,none,own,1.0,skilled,1.0,no,yes,bad
>=200,18.0,ok_til_now,furniture,2864.0,<100,<4,2.0,male_single,none,1.0,real_estate,34.0,none,own,1.0,unskilled,2.0,no,yes,bad
none,12.0,critical,car_new,1255.0,<100,>=7,4.0,male_single,none,4.0,real_estate,61.0,none,own,2.0,unskilled,1.0,no,yes,good
<0,24.0,past_delays,car_new,1333.0,<100,unemployed,4.0,male_single,none,2.0,real_estate,43.0,none,free,2.0,skilled,2.0,no,yes,bad
none,24.0,critical,car_new,2022.0,<100,<4,4.0,female,none,4.0,car,37.0,none,own,1.0,skilled,1.0,yes,yes,good
none,24.0,ok_til_now,television,1552.0,<100,<7,3.0,male_single,none,1.0,car,32.0,bank,own,1.0,skilled,2.0,no,yes,good
<0,12.0,ok_at_this_bank,television,626.0,<100,<4,4.0,female,none,4.0,real_estate,24.0,bank,own,1.0,unskilled,1.0,no,yes,bad
none,48.0,critical,car_used,8858.0,unknown,<7,2.0,male_single,none,1.0,unknown,35.0,none,free,2.0,skilled,1.0,yes,yes,good
none,12.0,critical,repairs,996.0,unknown,<7,4.0,female,none,4.0,real_estate,23.0,none,own,2.0,skilled,1.0,no,yes,good
none,6.0,ok_at_this_bank,television,1750.0,<1000,>=7,2.0,male_single,none,4.0,savings,45.0,bank,own,1.0,unskilled,2.0,no,yes,good
<0,48.0,ok_til_now,television,6999.0,<100,<7,1.0,male_married,guarantor,1.0,real_estate,34.0,none,own,2.0,skilled,1.0,yes,yes,bad
<200,12.0,critical,car_new,1995.0,<500,<1,4.0,male_single,none,1.0,car,27.0,none,own,1.0,skilled,1.0,no,yes,good
<200,9.0,ok_til_now,education,1199.0,<100,<7,4.0,female,none,4.0,savings,67.0,none,own,2.0,management,1.0,yes,yes,good
<200,12.0,ok_til_now,television,1331.0,<100,<1,2.0,male_single,none,1.0,car,22.0,stores,own,1.0,skilled,1.0,no,yes,bad
<200,18.0,ok,car_new,2278.0,<500,<1,3.0,female,none,3.0,car,28.0,none,own,2.0,skilled,1.0,no,yes,bad
none,21.0,ok,car_new,5003.0,unknown,<4,1.0,female,none,4.0,savings,29.0,bank,own,2.0,skilled,1.0,yes,yes,bad
<0,24.0,ok_at_this_bank,furniture,3552.0,<100,<7,3.0,male_single,none,4.0,car,27.0,bank,own,1.0,skilled,1.0,no,yes,bad
<200,18.0,critical,furniture,1928.0,<100,<1,2.0,male_single,none,2.0,real_estate,31.0,none,own,2.0,unskilled,1.0,no,yes,bad
<0,24.0,ok_til_now,car_used,2964.0,unknown,>=7,4.0,male_single,none,4.0,unknown,49.0,bank,free,1.0,skilled,2.0,yes,yes,good
<0,24.0,ok_at_this_bank,television,1546.0,<100,<7,4.0,male_single,guarantor,4.0,car,24.0,bank,rent,1.0,unskilled,1.0,no,yes,bad
>=200,6.0,past_delays,television,683.0,<100,<1,2.0,female,none,1.0,savings,29.0,bank,own,1.0,skilled,1.0,no,yes,good
<200,36.0,ok_til_now,car_new,12389.0,unknown,<4,1.0,male_single,none,4.0,unknown,37.0,none,free,1.0,skilled,1.0,yes,yes,bad
<200,24.0,past_delays,business,4712.0,unknown,<4,4.0,male_single,none,2.0,savings,37.0,bank,own,2.0,management,1.0,yes,yes,good
<200,24.0,past_delays,television,1553.0,<500,<7,3.0,female,none,2.0,savings,23.0,none,rent,2.0,skilled,1.0,yes,yes,good
<0,12.0,ok_til_now,car_new,1372.0,<100,<7,2.0,male_divorced,none,3.0,car,36.0,none,own,1.0,skilled,1.0,no,yes,bad
none,24.0,critical,television,2578.0,>=1000,>=7,2.0,male_single,none,2.0,car,34.0,none,own,1.0,skilled,1.0,no,yes,good
<200,48.0,ok_til_now,television,3979.0,unknown,<7,4.0,male_single,none,1.0,car,41.0,none,own,2.0,skilled,2.0,yes,yes,good
<0,48.0,ok_til_now,television,6758.0,<100,<4,3.0,female,none,2.0,car,31.0,none,own,1.0,skilled,1.0,yes,yes,bad
<0,24.0,ok_til_now,furniture,3234.0,<100,<1,4.0,female,none,4.0,real_estate,23.0,none,rent,1.0,unskilled,1.0,yes,yes,bad
none,30.0,critical,television,5954.0,<100,<7,3.0,male_single,co,2.0,car,38.0,none,own,1.0,skilled,1.0,no,yes,good
none,24.0,ok_til_now,car_used,5433.0,unknown,unemployed,2.0,female,none,4.0,savings,26.0,none,rent,1.0,management,1.0,yes,yes,good
<0,15.0,ok_til_now,business,806.0,<100,<4,4.0,female,none,4.0,savings,22.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,9.0,ok_til_now,television,1082.0,<100,>=7,4.0,male_single,none,4.0,car,27.0,none,own,2.0,unskilled,1.0,no,yes,good
